sentiment,text
positive,"August Auto Heavy Duty 4pcs Universal Fit Rubber Car Floor Mats, for Cars, SUVs, Truck, Vans are truly superior floor mats. They are made of a heavy duty rubber and are designed with enough grooved channels to protect your vehicle from both water and snow, of which we get an abundance here in the Midwest. These fit perfectly in our GMC SUV- both in the front and rear without needing to trim them. But, should you need to trim them, they are designed to trim them along the channels and still maintain a beautiful design. The back of the mats have an anti-slip backing, which is really nice, so they don’t move. They are easy to lift and shake out without spilling the water everywhere. Wonderful, non-slip, heavy duty mats that keep the water in the channels until you shake them out. 5 STARS."
positive,"This is the second battery of this type from this company I have purchased over four years. The product is very good and lasta a long time. Used in an alarm system.  The price was outstanding, as the same product goes for several times more from other companies."
positive,"Arrived on time,packaged nicely and easy to open. Perfect fit. Just what was needed"
positive,"Great product, unfortunately had to return due to lack of clearance between rail system and tonneau cover."
positive,"I didn't do a good job applying, but that's my fault. Color was perfect. Instructions were good."
positive,My husband has been using Rain-X Weatherbeater Wiper Blades since they were recommended by our mechanic who we've trusted for years. He likes them a lot and says they do a great job and last a long time. We buy them here on Amazon because we save a little and they're easy for him to put on himself.
negative,It's a pain to put in and adjust for each cup/bottle size without removing it from the cup holder.
negative,To hard to put in.  I could not even get my local body guy to deal with them.  I retuned them.  They do look good however.  They will charge a restocking fee.  I think it was was a bit excessive.
positive,Catches all that god-awful sticky stuff and keeps hard pieces from sliding around in a little cubbies works well
positive,Worked well in my 63’ Chevy C30. Glad to get the old generator out of there that weighed 3x as much as this alternator.
positive,"It's summer and that means the kids are riding their bikes almost every day. Somehow, the tires always seem to lose air every few days. They don't like to pump their own tires and bug me a lot. I got this digital pump ski they can maintain their own bikes. You set the psi (35 psi for both bikes) and it will automatically stop when the tires are ready. No more excuses! Factory charge can probably last all summer. Love it."
positive,"After one year of being exposed to the Florida Sunshine, they fade away very quickly. So expect on repurchasing this set every year. However, if you keep your car in the garage, I would say that you could probably have this for 2 years before replacing it due to the color faded"
positive,"It's small, but sticks in place very well.  When the GPS is removed, I simply leave the base on the dash.  It isn't in the way at all."
negative,"You get what you pay for. These are cheap, really cheap... The ends collapsed and popped off"
negative,"Had so much potential but fell short. Opens and closes easily. But after the THIRD use, two of the spokes poked out of the material scratching my windshield grrrrrrrr closing it back up after it happened, another broke through. Sending it back."
positive,Bought this along with the required extra long pins for my 2019 Tacoma. Fits perfect in receiver and will be great for keeping my keys while kayaking.
positive,"Nice lights. They are very bright! Wish there were other lenses like smoked. I replaced my other lights that had burnt out due to water. For this set, I took some superglue and applied it around the perimeter of the lense just to seal to be safe. Also, note(!) This only fits the TRD Pro grill. Luckily I had some plastic clips from my previous install that adapts it to the Sport grill on my Tacoma."
positive,"Worked perfectly on my pearl white, 2011 GMC Sierra Denali truck. Looks great! Works great! Highly recommended if you have a similar vehicle."
negative,The quality of this product is very good i like the idea but it is too small
